LMGP02020079	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C45H92NO7P	1-eicosyl-2-eicosanoyl-glycero-3-phosphoethanolamine	PE(O-20:0/20:0)	PE(O-40:0); PE(O-20:0/20:0)
LMGP02020080	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C45H90NO7P	1-eicosyl-2-(11Z-eicosenoyl)-glycero-3-phosphoethanolamine	PE(O-20:0/20:1(11Z))	PE(O-40:1); PE(O-20:0/20:1)
LMGP02020081	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C45H88NO7P	1-eicosyl-2-(11Z,14Z-eicosadienoyl)-glycero-3-phosphoethanolamine	PE(O-20:0/20:2(11Z,14Z))	PE(O-40:2); PE(O-20:0/20:2)
LMGP02020082	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C45H86NO7P	1-eicosyl-2-(8Z,11Z,14Z-eicosatrienoyl)-glycero-3-phosphoethanolamine	PE(O-20:0/20:3(8Z,11Z,14Z))	PE(O-40:3); PE(O-20:0/20:3)
LMGP02020083	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C45H84NO7P	1-eicosyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycero-3-phosphoethanolamine	PE(O-20:0/20:4(5Z,8Z,11Z,14Z))	PE(O-40:4); PE(O-20:0/20:4)
LMGP02020084	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C45H82NO7P	1-eicosyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-glycero-3-phosphoethanolamine	PE(O-20:0/20:5(5Z,8Z,11Z,14Z,17Z))	PE(O-40:5); PE(O-20:0/20:5)
LMGP02020085	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C46H94NO7P	1-eicosyl-2-heneicosanoyl-glycero-3-phosphoethanolamine	PE(O-20:0/21:0)	PE(O-41:0); PE(O-20:0/21:0)
LMGP02020086	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C47H94NO7P	1-eicosyl-2-(11Z-docosenoyl)-glycero-3-phosphoethanolamine	PE(O-20:0/22:1(11Z))	PE(O-42:1); PE(O-20:0/22:1)
LMGP02020087	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C47H92NO7P	1-eicosyl-2-(13Z,16Z-docosadienoyl)-glycero-3-phosphoethanolamine	PE(O-20:0/22:2(13Z,16Z))	PE(O-42:2); PE(O-20:0/22:2)
LMGP02020088	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C47H88NO7P	1-eicosyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-glycero-3-phosphoethanolamine	PE(O-20:0/22:4(7Z,10Z,13Z,16Z))	PE(O-42:4); PE(O-20:0/22:4)
LMGP02020089	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C47H84NO7P	1-eicosyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-glycero-3-phosphoethanolamine	PE(O-20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	PE(O-42:6); PE(O-20:0/22:6)
LMGP02020090	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C47H96NO7P	1-eicosyl-2-docosanoyl-glycero-3-phosphoethanolamine	PE(O-20:0/22:0)	PE(O-42:0); PE(O-20:0/22:0)
LMGP02020091	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C41H84NO7P	1-eicosyl-2-hexadecanoyl-glycero-3-phosphoethanolamine	PE(O-20:0/16:0)	PE(O-36:0); PE(O-20:0/16:0)
LMGP02020092	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C43H80NO7P	1-octadecyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycero-3-phosphoethanolamine	PE(O-18:0/20:4(5Z,8Z,11Z,14Z))	PE(O-38:4); PE(O-18:0/20:4)
LMGP02020093	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C39H78NO7P	1-octadecyl-2-(9Z-hexadecenoyl)-glycero-3-phosphoethanolamine	PE(O-18:0/16:1(9Z))	PE(O-34:1); PE(O-18:0/16:1)
LMGP02020094	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C39H80NO7P	1-octadecyl-2-hexadecanoyl-glycero-3-phosphoethanolamine	PE(O-18:0/16:0)	PE(O-34:0); PE(O-18:0/16:0)
LMGP02020095	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C41H74NO7P	1-hexadecyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-glycero-3-phosphoethanolamine	PE(O-16:0/20:5(5Z,8Z,11Z,14Z,17Z))	PE(O-36:5); PE(O-16:0/20:5)
LMGP02020096	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C41H78NO7P	1-hexadecyl-2-(8Z,11Z,14Z-eicosatrienoyl)-glycero-3-phosphoethanolamine	PE(O-16:0/20:3(8Z,11Z,14Z))	PE(O-36:3); PE(O-16:0/20:3)
LMGP02020097	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C40H82NO7P	1-hexadecyl-2-nonadecanoyl-glycero-3-phosphoethanolamine	PE(O-16:0/19:0)	PE(O-35:0); PE(O-16:0/19:0)
LMGP02020098	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C39H74NO7P	1-hexadecyl-2-(9Z,12Z,15Z-octadecatrienoyl)-glycero-3-phosphoethanolamine	PE(O-16:0/18:3(9Z,12Z,15Z))	PE(O-34:3); PE(O-16:0/18:3)
LMGP02020099	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C39H74NO7P	1-hexadecyl-2-(6Z,9Z,12Z-octadecatrienoyl)-glycero-3-phosphoethanolamine	PE(O-16:0/18:3(6Z,9Z,12Z))	PE(O-34:3); PE(O-16:0/18:3)
LMGP02020100	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C39H76NO7P	1-hexadecyl-2-(9Z,12Z-octadecadienoyl)-glycero-3-phosphoethanolamine	PE(O-16:0/18:2(9Z,12Z))	PE(O-34:2); PE(O-16:0/18:2)
LMGP02020101	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C39H80NO7P	1-hexadecyl-2-octadecanoyl-glycero-3-phosphoethanolamine	PE(O-16:0/18:0)	PE(O-34:0); PE(O-16:0/18:0)
LMGP02020102	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C38H78NO7P	1-hexadecyl-2-heptadecanoyl-glycero-3-phosphoethanolamine	PE(O-16:0/17:0)	PE(O-33:0); PE(O-16:0/17:0)
LMGP02020103	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C37H76NO7P	1-hexadecyl-2-hexadecanoyl-glycero-3-phosphoethanolamine	PE(O-16:0/16:0)	PE(O-32:0); PE(O-16:0/16:0)
LMGP02020104	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C45H80NO7P	1-octadecyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine	PE(O-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	PE(18:0e/22:6); PE(O-40:6); PE(O-18:0/22:6)
LMGP02020105	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C35H72NO7P	1-(13-methyl-tetradecanyl)-2-(13-methyl-tetradecanoyl)-sn-glycero-3-phosphoethanolamine	PE(O-14:0(13Me)/14:0(13Me))	PE(O-15:0/15:0)
LMGP02030001	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C43H74NO7P	1-O-(1Z-hexadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine	PE(P-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	GPEtn(16:0p/22:6(4Z,7Z,10Z,13Z,16Z,19Z)); PE(P-16:0/22:6); PE(P-38:6); PE(P-16:0/22:6)
LMGP02030003	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C43H78NO7P	1-(1Z-octadecenyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine	PE(P-18:0/20:4(5Z,8Z,11Z,14Z))	5,8,11,14-Eicosatetraenoic acid, 1-[[[(2-aminoethoxy)hydroxyphosphinyl]oxy]methyl]-2-(1-octadecenyloxy)ethyl ester, [R-(all-Z)]-; PE(P-18:0/20:4); PE(P-38:4); PE(P-18:0/20:4)
LMGP02030004	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C41H80NO7P	1-(1Z-octadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine	PE(P-18:0/18:1(9Z))	PE(P-18:0/18:1); PE(P-36:1); PE(P-18:0/18:1)
LMGP02030005	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C45H78NO7P	1-(1Z-octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine	PE(P-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	PE(P-18:0/22:6); PE(P-40:6); PE(P-18:0/22:6)
LMGP02030006	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C45H76NO7P	1-(1Z,9Z-octadecadienyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine	PE(P-18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	PE(18:1p/22:6); PE(P-40:7); PE(P-18:1/22:6)
LMGP02030007	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C33H66NO7P	1-(1Z-hexadecenyl)-2-dodecanoyl-glycero-3-phosphoethanolamine	PE(P-16:0/12:0)	PE(P-28:0); PE(P-16:0/12:0)
LMGP02030008	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C34H68NO7P	1-(1Z-hexadecenyl)-2-tridecanoyl-glycero-3-phosphoethanolamine	PE(P-16:0/13:0)	PE(P-29:0); PE(P-16:0/13:0)
LMGP02030009	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C35H70NO7P	1-(1Z-hexadecenyl)-2-tetradecanoyl-glycero-3-phosphoethanolamine	PE(P-16:0/14:0)	PE(P-30:0); PE(P-16:0/14:0)
LMGP02030010	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C35H68NO7P	1-(1Z-hexadecenyl)-2-(9Z-tetradecenoyl)-glycero-3-phosphoethanolamine	PE(P-16:0/14:1(9Z))	PE(P-30:1); PE(P-16:0/14:1)
LMGP02030011	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C36H72NO7P	1-(1Z-hexadecenyl)-2-pentadecanoyl-glycero-3-phosphoethanolamine	PE(P-16:0/15:0)	PE(P-31:0); PE(P-16:0/15:0)
LMGP02030012	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C36H70NO7P	1-(1Z-hexadecenyl)-2-(9Z-pentadecenoyl)-glycero-3-phosphoethanolamine	PE(P-16:0/15:1(9Z))	PE(P-31:1); PE(P-16:0/15:1)
LMGP02030013	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C37H74NO7P	1-(1Z-hexadecenyl)-2-hexadecanoyl-glycero-3-phosphoethanolamine	PE(P-16:0/16:0)	PE(P-32:0); PE(P-16:0/16:0)
LMGP02030014	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C37H72NO7P	1-(1Z-hexadecenyl)-2-(9Z-hexadecenoyl)-glycero-3-phosphoethanolamine	PE(P-16:0/16:1(9Z))	PE(P-32:1); PE(P-16:0/16:1)
LMGP02030015	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C38H76NO7P	1-(1Z-hexadecenyl)-2-heptadecanoyl-glycero-3-phosphoethanolamine	PE(P-16:0/17:0)	PE(P-33:0); PE(P-16:0/17:0)
LMGP02030016	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C38H74NO7P	1-(1Z-hexadecenyl)-2-(9Z-heptadecenoyl)-glycero-3-phosphoethanolamine	PE(P-16:0/17:1(9Z))	PE(P-33:1); PE(P-16:0/17:1)
LMGP02030017	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C38H72NO7P	1-(1Z-hexadecenyl)-2-(9Z,12Z-heptadecadienoyl)-glycero-3-phosphoethanolamine	PE(P-16:0/17:2(9Z,12Z))	PE(P-33:2); PE(P-16:0/17:2)
LMGP02030018	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C39H78NO7P	1-(1Z-hexadecenyl)-2-octadecanoyl-glycero-3-phosphoethanolamine	PE(P-16:0/18:0)	PE(P-34:0); PE(P-16:0/18:0)
LMGP02030019	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C39H72NO7P	1-(1Z-hexadecenyl)-2-(6Z,9Z,12Z-octadecatrienoyl)-glycero-3-phosphoethanolamine	PE(P-16:0/18:3(6Z,9Z,12Z))	PE(P-34:3); PE(P-16:0/18:3)
LMGP02030020	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C39H72NO7P	1-(1Z-hexadecenyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-glycero-3-phosphoethanolamine	PE(P-16:0/18:3(9Z,12Z,15Z))	PE(P-34:3); PE(P-16:0/18:3)
LMGP02030021	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C39H70NO7P	1-(1Z-hexadecenyl)-2-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-glycero-3-phosphoethanolamine	PE(P-16:0/18:4(6Z,9Z,12Z,15Z))	PE(P-34:4); PE(P-16:0/18:4)
LMGP02030022	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C40H80NO7P	1-(1Z-hexadecenyl)-2-nonadecanoyl-glycero-3-phosphoethanolamine	PE(P-16:0/19:0)	PE(P-35:0); PE(P-16:0/19:0)
LMGP02030023	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C40H78NO7P	1-(1Z-hexadecenyl)-2-(9Z-nonadecenoyl)-glycero-3-phosphoethanolamine	PE(P-16:0/19:1(9Z))	PE(P-35:1); PE(P-16:0/19:1)
LMGP02030024	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C41H82NO7P	1-(1Z-hexadecenyl)-2-eicosanoyl-glycero-3-phosphoethanolamine	PE(P-16:0/20:0)	PE(P-36:0); PE(P-16:0/20:0)
LMGP02030025	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C41H80NO7P	1-(1Z-hexadecenyl)-2-(11Z-eicosenoyl)-glycero-3-phosphoethanolamine	PE(P-16:0/20:1(11Z))	PE(P-36:1); PE(P-16:0/20:1)
LMGP02030026	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C41H78NO7P	1-(1Z-hexadecenyl)-2-(11Z,14Z-eicosadienoyl)-glycero-3-phosphoethanolamine	PE(P-16:0/20:2(11Z,14Z))	PE(P-36:2); PE(P-16:0/20:2)
LMGP02030027	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C41H76NO7P	1-(1Z-hexadecenyl)-2-(8Z,11Z,14Z-eicosatrienoyl)-glycero-3-phosphoethanolamine	PE(P-16:0/20:3(8Z,11Z,14Z))	PE(P-36:3); PE(P-16:0/20:3)
LMGP02030028	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C41H72NO7P	1-(1Z-hexadecenyl)-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-glycero-3-phosphoethanolamine	PE(P-16:0/20:5(5Z,8Z,11Z,14Z,17Z))	PE(P-36:5); PE(P-16:0/20:5)
LMGP02030029	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C42H84NO7P	1-(1Z-hexadecenyl)-2-heneicosanoyl-glycero-3-phosphoethanolamine	PE(P-16:0/21:0)	PE(P-37:0); PE(P-16:0/21:0)
LMGP02030030	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C43H86NO7P	1-(1Z-hexadecenyl)-2-docosanoyl-glycero-3-phosphoethanolamine	PE(P-16:0/22:0)	PE(P-38:0); PE(P-16:0/22:0)
LMGP02030031	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C43H84NO7P	1-(1Z-hexadecenyl)-2-(11Z-docosenoyl)-glycero-3-phosphoethanolamine	PE(P-16:0/22:1(11Z))	PE(P-38:1); PE(P-16:0/22:1)
LMGP02030032	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C43H82NO7P	1-(1Z-hexadecenyl)-2-(13Z,16Z-docosadienoyl)-glycero-3-phosphoethanolamine	PE(P-16:0/22:2(13Z,16Z))	PE(P-38:2); PE(P-16:0/22:2)
LMGP02030033	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C43H78NO7P	1-(1Z-hexadecenyl)-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-glycero-3-phosphoethanolamine	PE(P-16:0/22:4(7Z,10Z,13Z,16Z))	PE(P-38:4); PE(P-16:0/22:4)
LMGP02030034	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C35H70NO7P	1-(1Z-octadecenyl)-2-dodecanoyl-glycero-3-phosphoethanolamine	PE(P-18:0/12:0)	PE(P-30:0); PE(P-18:0/12:0)
LMGP02030035	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C36H72NO7P	1-(1Z-octadecenyl)-2-tridecanoyl-glycero-3-phosphoethanolamine	PE(P-18:0/13:0)	PE(P-31:0); PE(P-18:0/13:0)
LMGP02030036	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C37H74NO7P	1-(1Z-octadecenyl)-2-tetradecanoyl-glycero-3-phosphoethanolamine	PE(P-18:0/14:0)	PE(P-32:0); PE(P-18:0/14:0)
LMGP02030037	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C37H72NO7P	1-(1Z-octadecenyl)-2-(9Z-tetradecenoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/14:1(9Z))	PE(P-32:1); PE(P-18:0/14:1)
LMGP02030038	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C38H76NO7P	1-(1Z-octadecenyl)-2-pentadecanoyl-glycero-3-phosphoethanolamine	PE(P-18:0/15:0)	PE(P-33:0); PE(P-18:0/15:0)
LMGP02030039	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C38H74NO7P	1-(1Z-octadecenyl)-2-(9Z-pentadecenoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/15:1(9Z))	PE(P-33:1); PE(P-18:0/15:1)
LMGP02030040	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C39H78NO7P	1-(1Z-octadecenyl)-2-hexadecanoyl-glycero-3-phosphoethanolamine	PE(P-18:0/16:0)	PE(P-34:0); PE(P-18:0/16:0)
LMGP02030041	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C39H76NO7P	1-(1Z-octadecenyl)-2-(9Z-hexadecenoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/16:1(9Z))	PE(P-34:1); PE(P-18:0/16:1)
LMGP02030042	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C40H80NO7P	1-(1Z-octadecenyl)-2-heptadecanoyl-glycero-3-phosphoethanolamine	PE(P-18:0/17:0)	PE(P-35:0); PE(P-18:0/17:0)
LMGP02030043	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C40H78NO7P	1-(1Z-octadecenyl)-2-(9Z-heptadecenoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/17:1(9Z))	PE(P-35:1); PE(P-18:0/17:1)
LMGP02030044	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C40H76NO7P	1-(1Z-octadecenyl)-2-(9Z,12Z-heptadecadienoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/17:2(9Z,12Z))	PE(P-35:2); PE(P-18:0/17:2)
LMGP02030045	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C41H82NO7P	1-(1Z-octadecenyl)-2-octadecanoyl-glycero-3-phosphoethanolamine	PE(P-18:0/18:0)	PE(P-36:0); PE(P-18:0/18:0)
LMGP02030046	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C41H78NO7P	1-(1Z-octadecenyl)-2-(9Z,12Z-octadecadienoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/18:2(9Z,12Z))	PE(P-36:2); PE(P-18:0/18:2)
LMGP02030047	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C41H76NO7P	1-(1Z-octadecenyl)-2-(6Z,9Z,12Z-octadecatrienoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/18:3(6Z,9Z,12Z))	PE(P-36:3); PE(P-18:0/18:3)
LMGP02030048	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C41H76NO7P	1-(1Z-octadecenyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/18:3(9Z,12Z,15Z))	PE(P-36:3); PE(P-18:0/18:3)
LMGP02030049	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C41H74NO7P	1-(1Z-octadecenyl)-2-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/18:4(6Z,9Z,12Z,15Z))	PE(P-36:4); PE(P-18:0/18:4)
LMGP02030050	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C42H84NO7P	1-(1Z-octadecenyl)-2-nonadecanoyl-glycero-3-phosphoethanolamine	PE(P-18:0/19:0)	PE(P-37:0); PE(P-18:0/19:0)
LMGP02030051	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C42H82NO7P	1-(1Z-octadecenyl)-2-(9Z-nonadecenoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/19:1(9Z))	PE(P-37:1); PE(P-18:0/19:1)
LMGP02030052	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C43H86NO7P	1-(1Z-octadecenyl)-2-eicosanoyl-glycero-3-phosphoethanolamine	PE(P-18:0/20:0)	PE(P-38:0); PE(P-18:0/20:0)
LMGP02030053	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C43H84NO7P	1-(1Z-octadecenyl)-2-(11Z-eicosenoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/20:1(11Z))	PE(P-38:1); PE(P-18:0/20:1)
LMGP02030054	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C43H82NO7P	1-(1Z-octadecenyl)-2-(11Z,14Z-eicosadienoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/20:2(11Z,14Z))	PE(P-38:2); PE(P-18:0/20:2)
LMGP02030055	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C43H80NO7P	1-(1Z-octadecenyl)-2-(8Z,11Z,14Z-eicosatrienoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/20:3(8Z,11Z,14Z))	PE(P-38:3); PE(P-18:0/20:3)
LMGP02030056	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C43H76NO7P	1-(1Z-octadecenyl)-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z))	PE(P-38:5); PE(P-18:0/20:5)
LMGP02030057	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C44H88NO7P	1-(1Z-octadecenyl)-2-heneicosanoyl-glycero-3-phosphoethanolamine	PE(P-18:0/21:0)	PE(P-39:0); PE(P-18:0/21:0)
LMGP02030058	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C45H90NO7P	1-(1Z-octadecenyl)-2-docosanoyl-glycero-3-phosphoethanolamine	PE(P-18:0/22:0)	PE(P-40:0); PE(P-18:0/22:0)
LMGP02030059	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C45H88NO7P	1-(1Z-octadecenyl)-2-(11Z-docosenoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/22:1(11Z))	PE(P-40:1); PE(P-18:0/22:1)
LMGP02030060	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C45H86NO7P	1-(1Z-octadecenyl)-2-(13Z,16Z-docosadienoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/22:2(13Z,16Z))	PE(P-40:2); PE(P-18:0/22:2)
LMGP02030061	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C45H82NO7P	1-(1Z-octadecenyl)-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-glycero-3-phosphoethanolamine	PE(P-18:0/22:4(7Z,10Z,13Z,16Z))	PE(P-40:4); PE(P-18:0/22:4)
LMGP02030062	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C37H74NO7P	1-(1Z-eicosenyl)-2-dodecanoyl-glycero-3-phosphoethanolamine	PE(P-20:0/12:0)	PE(P-32:0); PE(P-20:0/12:0)
LMGP02030063	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C38H76NO7P	1-(1Z-eicosenyl)-2-tridecanoyl-glycero-3-phosphoethanolamine	PE(P-20:0/13:0)	PE(P-33:0); PE(P-20:0/13:0)
LMGP02030064	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C39H78NO7P	1-(1Z-eicosenyl)-2-tetradecanoyl-glycero-3-phosphoethanolamine	PE(P-20:0/14:0)	PE(P-34:0); PE(P-20:0/14:0)
LMGP02030065	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C39H76NO7P	1-(1Z-eicosenyl)-2-(9Z-tetradecenoyl)-glycero-3-phosphoethanolamine	PE(P-20:0/14:1(9Z))	PE(P-34:1); PE(P-20:0/14:1)
LMGP02030066	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C40H80NO7P	1-(1Z-eicosenyl)-2-pentadecanoyl-glycero-3-phosphoethanolamine	PE(P-20:0/15:0)	PE(P-35:0); PE(P-20:0/15:0)
LMGP02030067	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C40H78NO7P	1-(1Z-eicosenyl)-2-(9Z-pentadecenoyl)-glycero-3-phosphoethanolamine	PE(P-20:0/15:1(9Z))	PE(P-35:1); PE(P-20:0/15:1)
LMGP02030068	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C41H82NO7P	1-(1Z-eicosenyl)-2-hexadecanoyl-glycero-3-phosphoethanolamine	PE(P-20:0/16:0)	PE(P-36:0); PE(P-20:0/16:0)
LMGP02030069	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C41H80NO7P	1-(1Z-eicosenyl)-2-(9Z-hexadecenoyl)-glycero-3-phosphoethanolamine	PE(P-20:0/16:1(9Z))	PE(P-36:1); PE(P-20:0/16:1)
LMGP02030070	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C42H84NO7P	1-(1Z-eicosenyl)-2-heptadecanoyl-glycero-3-phosphoethanolamine	PE(P-20:0/17:0)	PE(P-37:0); PE(P-20:0/17:0)
LMGP02030071	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	C42H82NO7P	1-(1Z-eicosenyl)-2-(9Z-heptadecenoyl)-glycero-3-phosphoethanolamine	PE(P-20:0/17:1(9Z))	PE(P-37:1); PE(P-20:0/17:1)
